ID,Region/Province,Municipality/City,2009,2012,2015
45630,,Pagbilao,13.4,12.1,10.1
45631,,Panukulan,34.5,42.4,39.5
45632,,Patnanungan,36.0,55.4,45.2
45633,,Perez,29.7,37.7,33.6
45634,,Pitogo,24.2,28.1,25.4
45635,,Plaridel,12.3,16.6,14.1
45636,,Polillo,27.0,30.8,24.5
45637,,Quezon,29.2,26.4,26.2
45638,,Real,17.1,29.8,23.4
45639,,Sampaloc,11.9,15.2,11.4
45640,,San Andres,39.0,54.7,43.8
45641,,San Antonio,16.7,24.0,19.2
45642,,San Francisco (Aurora),41.4,45.1,39.3
45644,,San Narciso,41.1,44.0,35.3
45645,,Sariaya,14.5,23.2,19.8
45646,,Tagkawayan,23.7,31.0,23.8
45647,,Tayabas City,10.5,9.6,8.8
45648,,Tiaong,13.8,13.9,8.6
45649,,Unisan,21.2,23.9,20.9
45801,Rizal,Angono,2.4,3.3,4.3
45802,,Antipolo City,3.6,4.1,5.8
45803,,Baras,11.4,9.1,8.5
45804,,Binangonan,4.0,6.1,6.5
45805,,Cainta,1.4,0.7,0.7
45806,,Cardona,5.5,9.2,10.1
45807,,Jala-Jala,15.7,19.7,17.7
45808,,Rodriguez (Montalban) ,4.5,5.1,4.5
45809,,Morong,2.2,3.5,4.9
45810,,Pililla,5.9,10.8,8.0
45811,,San Mateo,2.2,3.1,5.4
45812,,Tanay,10.5,10.2,11.6
45813,,Taytay,3.2,4.1,3.5
45814,,Teresa,3.3,5.4,6.0
,Region IV-B (MIMAROPA),,,,
174001,Marinduque,Boac,26.5,7.5,15.2
174002,,Buenavista,36.9,22.1,20.5
174003,,Gasan,30.7,16.2,14.9
174004,,Mogpog,26.8,10.5,13.6
174005,,Santa Cruz,30.6,12.7,15.6
174006,,Torrijos,35.2,17.3,23.1
175101,Occidental Mindoro,Abra de Ilog,37.5,32.3,34.8
175102,,Calintaan,34.2,31.1,29.8
175103,,Looc,32.4,22.3,23.1
175104,,Lubang,23.8,14.8,14.8
175105,,Magsaysay,38.3,34.3,41.4
175106,,Mamburao,28.9,17.5,21.1
175107,,Paluan,38.0,29.6,40.6
175108,,Rizal,36.0,31.2,36.5
175109,,Sablayan,34.8,28.0,28.6
175110,,San Jose,29.8,21.2,22.7
175111,,Santa Cruz,38.1,35.2,28.4
175201,Oriental Mindoro,Baco,44.5,22.8,25.3
175202,,Bansud,39.0,19.9,26.6
175203,,Bongabong,35.8,25.1,25.0
175204,,Bulalacao,51.5,40.0,41.0
175205,,Calapan City,23.0,7.1,9.3
175206,,Gloria,35.5,18.3,16.9
175207,,Mansalay,41.8,35.5,31.8
175208,,Naujan,38.4,20.5,19.0
175209,,Pinamalayan,31.7,17.0,19.7
175210,,Pola,37.9,29.2,18.3
175211,,Puerto Galera,23.9,11.0,7.9
175212,,Roxas,29.7,21.1,19.2
175213,,San Teodoro,33.6,14.8,22.4
175214,,Socorro,36.8,15.4,17.2
175215,,Victoria,35.2,18.0,17.4
175301,Palawan,Aborlan,23.4,22.4,21.6
175302,,Agutaya,36.1,33.4,17.5
175303,,Araceli,35.1,27.7,21.2
175304,,Balabac,44.2,38.1,50.4
175305,,Bataraza,27.5,30.6,40.3
175306,,Brooke's Point,26.7,27.0,32.0
175307,,Busuanga,26.5,34.9,22.6
175308,,Cagayancillo,36.6,22.5,31.6
175309,,Coron,28.4,23.5,19.7
175310,,Cuyo,20.4,13.8,10.0
175311,,Dumaran,41.6,30.8,24.3
175312,,El Nido,29.7,27.1,22.1
175313,,Linapacan,18.1,39.6,37.7
175314,,Magsaysay,17.6,15.9,17.3
175315,,Narra,21.4,20.6,18.3
175316,,Puerto Princesa City,15.5,7.8,11.3
175317,,Quezon,34.0,36.0,39.1
175318,,Roxas,24.9,21.0,18.3
175319,,San Vicente,25.6,30.1,21.6
175320,,Taytay,35.1,33.4,27.4
175322,,Culion,28.5,23.6,24.9
175323,,Rizal,32.7,36.7,40.5
175324,,Sofronio Española,30.1,32.9,30.4
175901,Romblon,Alcantara,37.3,35.4,30.3
175902,,Banton,38.0,30.7,25.0
175903,,Cajidiocan,50.4,38.1,36.5
175904,,Calatrava,47.4,35.5,34.0
175905,,Concepcion,41.9,27.9,22.6
175906,,Corcuera,46.6,47.4,34.0
175907,,Looc,48.8,27.6,24.7
175908,,Magdiwang,45.9,37.5,35.3
175909,,Odiongan,35.9,15.4,18.0
175910,,Romblon,39.2,26.9,28.3
175911,,San Agustin,43.5,33.4,37.1
175912,,San Andres,45.5,30.9,30.0
175913,,San Fernando,47.4,35.4,37.7
175914,,San Jose,50.5,41.0,33.9
175915,,Santa Fe,50.1,37.0,32.7
175916,,Ferrol,45.7,30.7,33.2
175917,,Santa Maria,45.7,26.7,29.8
,Region V (Bicol Region),,,,
50501,Albay,Bacacay,40.1,29.7,26.9
50502,,Camalig,38.7,29.3,25.8
50503,,Daraga (Locsin),29.7,17.9,17.2
50504,,Guinobatan,37.2,26.9,23.4
50505,,Jovellar,52.7,46.3,37.9
50506,,Legazpi City,30.7,17.3,18.0
50507,,Libon,48.3,37.5,36.0
50508,,Ligao City,40.5,29.1,27.8
50509,,Malilipot,37.3,22.3,20.3
50510,,Malinao,40.2,32.9,27.5
50511,,Manito,45.4,39.0,34.3
50512,,Oas,42.9,36.3,31.8
50513,,Pio Duran,51.3,45.1,37.4
50514,,Polangui,37.8,26.7,24.4
50515,,Rapu-Rapu,58.6,50.3,42.2
50516,,Santo Domingo,34.2,25.5,21.1
50517,,Tabaco City,35.1,23.8,22.4
50518,,Tiwi,37.9,27.4,27.9
51601,Camarines Norte,Basud,38.3,25.1,37.0
51602,,Capalonga,48.2,40.9,48.7
51603,,Daet,21.0,11.4,21.3
51604,,San Lorenzo Ruiz,45.4,23.7,36.4
51605,,Jose Panganiban,37.3,23.5,34.4
51606,,Labo,36.5,29.9,39.4
51607,,Mercedes,43.4,27.9,43.7
51608,,Paracale,35.6,24.0,35.8
51609,,San Vicente,34.7,21.6,33.0
51610,,Santa Elena,43.1,30.4,43.7
51611,,Talisay,28.6,17.9,26.7
51612,,Vinzons,42.1,32.2,43.1
51701,Camarines Sur,Baao,37.4,26.8,35.7
51702,,Balatan,50.0,51.5,51.7
51703,,Bato,40.1,40.3,41.2
51704,,Bombon,35.1,27.2,32.0
51705,,Buhi,44.0,34.1,39.8
51706,,Bula,46.0,41.3,45.4
51707,,Cabusao,46.1,33.6,42.0
51708,,Calabanga,42.7,33.4,36.4
51709,,Camaligan,29.4,18.5,24.5
51710,,Canaman,32.4,24.2,30.8
51711,,Caramoan,53.5,46.2,51.3
51712,,Del Gallego,52.4,37.5,44.7
51713,,Gainza,46.0,33.8,38.8
51714,,Garchitorena,59.0,56.1,59.7
51715,,Goa,41.2,27.5,35.4
51716,,Iriga City,31.5,23.0,28.4
51717,,Lagonoy,46.7,37.6,41.3
51718,,Libmanan,46.9,38.0,41.3
51719,,Lupi,49.9,37.0,44.4
51720,,Magarao,40.3,27.8,32.9
51721,,Milaor,36.6,27.1,32.8
51722,,Minalabac,48.4,40.1,45.4
51723,,Nabua,35.5,29.5,30.6
51724,,Naga City,24.4,15.7,19.3
51725,,Ocampo,43.8,31.5,35.0
51726,,Pamplona,46.7,32.9,38.7
51727,,Pasacao,48.7,44.6,41.6
51728,,Pili,33.1,24.6,29.3
51729,,Presentacion,50.2,48.8,52.8
51730,,Ragay,46.4,37.4,44.6
51731,,Sagñay,51.8,37.3,44.2
51732,,San Fernando,41.6,34.9,35.5
51733,,San Jose,39.1,29.2,32.7
51734,,Sipocot,43.8,33.6,41.8
51735,,Siruma,58.1,58.1,59.2
51736,,Tigaon,41.9,27.9,34.3
51737,,Tinambac,53.2,47.4,51.4
52001,Catanduanes,Bagamanoc,38.0,37.4,45.4
52002,,Baras,39.0,32.0,42.6
52003,,Bato,30.9,23.5,34.1
52004,,Caramoran,49.7,40.8,56.6
52005,,Gigmoto,41.5,32.8,48.2
52006,,Pandan,45.0,43.7,52.2
52007,,Panganiban,35.0,31.4,40.4
52008,,San Andres,36.6,29.9,44.1
52009,,San Miguel,36.5,32.1,44.5
52010,,Viga,41.2,39.4,46.8
52011,,Virac,22.7,16.6,26.7
54101,Masbate,Aroroy,45.5,43.3,41.8
54102,,Baleno,39.7,43.2,42.9
54103,,Balud,43.1,46.7,42.3
54104,,Batuan,37.0,46.1,37.0
54105,,Cataingan,41.5,40.9,38.8
54106,,Cawayan,47.6,49.3,51.8
54107,,Claveria,46.7,52.4,53.6
54108,,Dimasalang,41.3,49.2,44.0
54109,,Esperanza,45.5,44.2,48.2
54110,,Mandaon,41.1,44.7,41.4
54111,,Masbate City,28.9,22.2,30.0
54112,,Milagros,45.3,49.6,44.6
54113,,Mobo,37.4,43.5,45.2
54114,,Monreal,44.7,57.9,58.0
54115,,Palanas,40.4,45.0,44.7
54116,,Pio V. Corpuz,43.8,40.7,40.0
54117,,Placer,47.0,47.7,47.2
54118,,San Fernando,38.1,40.5,35.9
54119,,San Jacinto,39.1,38.8,34.0
54120,,San Pascual,52.7,52.8,57.1
54121,,Uson,42.9,50.9,47.4
56202,Sorsogon,Barcelona,39.1,29.4,37.7
56203,,Bulan,38.8,32.7,37.2
56204,,Bulusan,32.9,30.8,37.0
56205,,Casiguran,38.9,28.7,40.2
56206,,Castilla,44.4,42.2,45.2
56207,,Donsol,47.3,44.1,46.8
56208,,Gubat,33.6,25.6,30.5
56209,,Irosin,34.2,28.5,37.3
56210,,Juban,41.6,37.3,40.2
56211,,Magallanes,44.6,44.1,45.0
56212,,Matnog,43.2,45.2,45.2
56213,,Pilar,44.3,42.5,47.5
56214,,Prieto Diaz,36.7,30.7,42.4
56215,,Santa Magdalena,35.8,35.5,43.1
56216,,Sorsogon City,27.6,19.5,28.5
,Region VI (Western Visayas),,,,
60401,Aklan,Altavas,48.9,19.2,19.5
60402,,Balete,52.7,25.6,23.8
60403,,Banga,39.6,11.3,18.1
60404,,Batan,45.7,23.3,21.0
60405,,Buruanga,47.0,18.5,24.4
60406,,Ibajay,39.6,20.0,21.8
60407,,Kalibo,24.9,5.8,12.5
60408,,Lezo,39.1,8.4,18.0
60409,,Libacao,62.3,26.0,30.1
60410,,Madalag,63.3,33.2,28.8
60411,,Makato,48.9,18.9,20.1
60412,,Malay,24.8,12.1,17.3
60413,,Malinao,43.3,19.6,22.2
60414,,Nabas,36.9,25.4,25.1
60415,,New Washington,42.0,14.7,17.4
60416,,Numancia,24.4,9.1,12.6
60417,,Tangalan,42.5,21.6,23.5
60601,Antique,Anini-Y,45.4,18.5,19.5
60602,,Barbaza,46.3,23.4,20.7
60603,,Belizon,25.8,11.2,13.3
60604,,Bugasong,39.7,22.5,23.8
60605,,Caluya,49.7,24.7,25.4
60606,,Culasi,37.2,22.1,23.0
60607,,Tobias Fornier,44.1,20.9,22.2
60608,,Hamtic,38.5,15.5,20.8
60609,,Laua-an,42.1,25.9,24.1
60610,,Libertad,37.3,21.7,20.9
60611,,Pandan,40.1,20.9,20.4
60612,,Patnongon,41.8,26.4,22.3
60613,,San Jose,23.8,8.3,12.7
60614,,San Remigio,55.5,35.9,35.3
60615,,Sebaste,43.0,24.2,19.8
60616,,Sibalom,37.5,21.2,20.1
60617,,Tibiao,49.6,22.2,20.9
60618,,Valderrama,43.5,30.2,32.2
61901,Capiz,Cuartero,27.3,33.5,19.4
61902,,Dao,26.2,28.2,17.6
61903,,Dumalag,15.6,24.7,15.9
61904,,Dumarao,26.7,33.4,20.8
61905,,Ivisan,20.2,31.7,18.7
61906,,Jamindan,32.8,35.5,24.6
61907,,Ma-ayon,25.5,39.9,24.2
61908,,Mambusao,19.4,26.5,15.6
61909,,Panay,23.1,30.8,19.3
61910,,Panitan,22.1,29.7,17.9
61911,,Pilar,22.2,36.6,23.0
61912,,Pontevedra,17.8,29.1,17.9
61913,,President Roxas,20.4,28.6,22.1
61914,,Roxas City,12.1,12.6,14.7
61915,,Sapi-An,24.3,29.7,21.1
61916,,Sigma,17.5,28.2,18.3
61917,,Tapaz,29.0,33.8,24.1
63001,Iloilo,Ajuy,30.9,30.6,25.7
63002,,Alimodian,30.4,26.6,26.1
63003,,Anilao,31.5,27.3,25.5
63004,,Badiangan,18.5,16.8,22.5
63005,,Balasan,30.4,24.1,24.2
63006,,Banate,19.8,24.2,22.7
63007,,Barotac Nuevo,15.9,17.6,21.1
63008,,Barotac Viejo,26.2,25.4,24.2
63009,,Batad,33.1,34.5,26.4
63010,,Bingawan,26.8,26.3,24.2
63012,,Cabatuan,15.2,15.9,19.0
63013,,Calinog,29.6,27.0,28.3
63014,,Carles,46.8,35.8,33.3
63015,,Concepcion,48.4,36.8,27.5
63016,,Dingle,17.3,21.8,21.8
63017,,Dueñas,22.3,25.3,24.7
63018,,Dumangas,16.0,21.4,21.0
63019,,Estancia,22.1,26.1,24.0
63020,,Guimbal,15.8,11.4,16.8
63021,,Igbaras,29.2,22.5,25.4
63022,,Iloilo City,7.6,6.0,13.5
63023,,Janiuay,25.8,25.3,25.7
63025,,Lambunao,23.2,26.6,26.3
63026,,Leganes,15.2,10.1,16.4
63027,,Lemery,33.8,28.3,24.0
63028,,Leon,33.7,24.0,23.7
63029,,Maasin,22.6,28.3,28.4
63030,,Miagao,26.1,18.8,20.7
63031,,Mina,15.5,24.3,22.1
63032,,New Lucena,16.8,16.6,20.0
63034,,Oton,15.8,10.5,15.3
63035,,Passi City,24.5,25.1,23.3
63036,,Pavia,10.2,8.6,10.7
63037,,Pototan,17.3,18.9,21.2
63038,,San Dionisio,42.3,32.7,28.2
63039,,San Enrique,28.3,26.2,25.8
63040,,San Joaquin,38.3,28.1,26.7
63041,,San Miguel,17.9,14.3,18.9
63042,,San Rafael,30.1,28.4,23.8
63043,,Santa Barbara,13.5,13.1,17.3
63044,,Sara,24.1,26.1,23.2
63045,,Tigbauan,23.3,19.1,20.4
63046,,Tubungan,35.5,28.4,26.9
63047,,Zarraga,15.4,16.8,17.4
64501,Negros Occidental,Bacolod City,11.2,3.2,9.2
64502,,Bago City,20.7,20.6,19.3
64503,,Binalbagan,28.9,16.6,21.7
64504,,Cadiz City,27.3,24.7,22.5
64505,,Calatrava,39.1,33.0,27.6
64506,,Candoni,41.9,29.4,25.5
64507,,Cauayan,55.2,31.2,27.5
64508,,Enrique B. Magalona,24.7,20.3,19.9
64509,,Escalante City,25.6,23.5,23.8
64510,,Himamaylan City,31.4,23.5,19.8
64511,,Hinigaran,30.6,16.6,16.6
64512,,Hinoba-An (Asia),52.8,30.4,26.3
64513,,Ilog,39.1,24.2,19.2
64514,,Isabela,33.8,27.3,26.8
64515,,Kabankalan City,40.9,25.8,25.8
64516,,La Carlota City,19.3,10.3,12.3
64517,,La Castellana,29.7,29.6,26.1
64518,,Manapla,28.4,24.6,21.9
64519,,Moises Padilla (Magallon),40.6,32.5,31.2
64520,,Murcia,20.7,23.3,21.6
64521,,Pontevedra,20.4,18.3,16.6
64522,,Pulupandan,24.6,10.3,12.6
64523,,Sagay City,28.0,25.2,22.5
64524,,San Carlos City,34.0,23.2,24.1
64525,,San Enrique,21.8,12.3,15.7
64526,,Silay City,17.6,14.0,16.0
64527,,Sipalay City,45.9,29.1,24.1
64528,,Talisay City,15.7,10.4,13.9
64529,,Toboso,31.8,31.4,26.6
64530,,Valladolid,21.2,10.7,12.6
64531,,Victorias City,19.2,15.6,17.4
64532,,Salvador Benedicto,55.9,40.7,25.9
67901,Guimaras,Buenavista,23.9,16.3,18.4
67902,,Jordan,17.7,17.5,19.3
67903,,Nueva Valencia,36.4,19.0,26.4
67904,,San Lorenzo,44.0,28.7,28.9
67905,,Sibunag,49.3,28.4,25.0
,Region VII (Central Visayas),,,,
71201,Bohol,Alburquerque,25.4,15.9,16.3
71202,,Alicia,53.7,33.9,35.4
71203,,Anda,49.6,30.9,30.1
71204,,Antequera,36.8,18.5,18.4
71205,,Baclayon,23.9,15.1,15.8
71206,,Balilihan,51.9,31.3,22.5
71207,,Batuan,46.8,32.3,24.1
71208,,Bilar,47.9,22.6,23.8
71209,,Buenavista,55.9,45.5,41.9
71210,,Calape,40.4,25.4,22.7
71211,,Candijay,52.3,34.5,28.4
71212,,Carmen,55.2,38.4,29.2
71213,,Catigbian,51.3,37.0,29.2
71214,,Clarin,39.2,26.4,22.9
71215,,Corella,32.0,17.9,14.0
71216,,Cortes,26.9,15.9,15.9
71217,,Dagohoy,56.0,40.7,35.2
71218,,Danao,62.1,42.7,35.1
71219,,Dauis,30.1,17.0,14.4
71220,,Dimiao,42.4,30.6,27.1
71221,,Duero,51.7,29.6,29.6
71222,,Garcia Hernandez,46.8,28.0,26.3
71223,,Guindulman,47.2,30.3,30.0
71224,,Inabanga,47.1,34.7,31.1
71225,,Jagna,36.4,19.6,23.3
71226,,Getafe,60.1,43.5,42.9
71227,,Lila,42.6,19.6,26.3
71228,,Loay,28.4,19.3,19.8
71229,,Loboc,32.8,21.5,17.0
71230,,Loon,38.8,22.0,21.4
71231,,Mabini,58.4,46.8,34.1
71232,,Maribojoc,24.9,17.3,14.6
71233,,Panglao,33.3,16.4,19.7
71234,,Pilar,67.1,38.8,38.2
71235,,Pres. Carlos P. Garcia,62.1,51.8,45.8
71236,,Sagbayan,48.8,24.0,23.9
71237,,San Isidro,64.0,44.9,30.9
71238,,San Miguel,53.6,42.7,31.6
71239,,Sevilla,52.2,31.7,26.0
71240,,Sierra Bullones,54.4,35.1,31.6
71241,,Sikatuna,45.9,29.0,19.4
71242,,Tagbilaran City,11.0,7.9,8.7
71243,,Talibon,51.4,36.4,34.6
71244,,Trinidad,56.6,39.7,32.1
71245,,Tubigon,37.4,26.7,21.5
71246,,Ubay,50.1,39.6,34.4
71247,,Valencia,50.4,28.5,29.1
71248,,Bien Unido,63.7,48.8,50.4
72201,Cebu,Alcantara,51.2,34.0,33.6
72202,,Alcoy,47.1,24.5,32.7
72203,,Alegria,62.4,40.0,40.5
72204,,Aloguinsan,49.4,29.1,29.5
72205,,Argao,43.6,24.7,25.3
72206,,Asturias,44.2,30.8,33.0
72207,,Badian,53.5,38.3,36.8
72208,,Balamban,37.6,20.0,25.6
72209,,Bantayan,55.1,36.0,31.3
72210,,Barili,40.7,26.4,30.4
72211,,Bogo City,37.0,20.2,18.6
72212,,Boljoon,48.6,33.6,34.6
72213,,Borbon,43.7,27.4,29.1
72214,,Carcar City,27.2,17.0,21.4
72215,,Carmen,31.4,20.0,21.1
72216,,Catmon,39.9,27.5,26.0
72217,,Cebu City,13.9,6.8,12.6
72218,,Compostela,27.8,18.2,19.6
72219,,Consolacion,17.4,9.3,13.4
72220,,Cordoba,25.9,14.3,19.7
72221,,Daanbantayan,42.9,28.4,25.4
72222,,Dalaguete,55.6,42.3,33.6
72223,,Danao City,31.6,16.6,21.3
72224,,Dumanjug,47.6,33.2,30.9
72225,,Ginatilan,58.0,40.5,33.3
72226,,Lapu-Lapu City,19.6,9.1,16.7
72227,,Liloan,18.0,10.5,14.7
72228,,Madridejos,50.6,36.3,28.1
72229,,Malabuyoc,50.7,37.1,44.3
72230,,Mandaue City,14.1,5.5,11.3
72231,,Medellin,35.8,23.9,26.6
72232,,Minglanilla,20.4,9.7,13.5
72233,,Moalboal,48.9,27.9,26.6
72234,,Naga City,27.1,17.2,21.1
72235,,Oslob,50.9,40.4,35.7
72236,,Pilar,48.9,30.8,31.9
72237,,Pinamungahan,46.4,25.7,28.5
72238,,Poro,45.1,30.1,34.1
72239,,Ronda,46.5,32.7,30.2
72240,,Samboan,53.1,31.7,35.9
72241,,San Fernando,26.2,20.7,24.3
72242,,San Francisco,59.5,49.3,44.1
72243,,San Remigio,45.7,27.3,23.6
72244,,Santa Fe,56.2,39.8,33.3
72245,,Santander,41.9,27.9,30.8
72246,,Sibonga,41.8,25.7,27.6
72247,,Sogod,44.7,33.4,29.2
72248,,Tabogon,47.0,34.8,28.0
72249,,Tabuelan,53.8,33.4,29.4
72250,,Talisay City,18.0,10.7,14.1
72251,,Toledo City,31.5,18.9,21.9
72252,,Tuburan,45.9,34.3,36.8
72253,,Tudela,42.7,24.3,33.0
74601,Negros Oriental,Amlan,24.1,20.3,27.2
74602,,Ayungon,51.6,51.3,52.4
74603,,Bacong,20.8,18.5,25.7
74604,,Bais City,37.2,31.7,39.7
74605,,Basay,45.8,46.4,53.3
74606,,Bayawan City,42.6,37.4,49.8
74607,,Bindoy,59.9,55.8,63.7
74608,,Canlaon City,35.4,42.3,35.0
74609,,Dauin,32.4,28.9,34.7
74610,,Dumaguete City,7.4,6.5,11.8
74611,,Guihulngan City,45.0,40.8,54.0
74612,,Jimalalud,50.2,48.1,62.5
74613,,La Libertad,50.2,51.0,57.5
74614,,Mabinay,48.8,40.8,52.7
74615,,Manjuyod,42.5,33.6,41.1
74616,,Pamplona,35.5,34.1,40.3
74617,,San Jose,28.7,28.8,32.5
74618,,Santa Catalina,39.5,43.1,45.6
74619,,Siaton,48.5,45.9,52.9
74620,,Sibulan,17.4,14.7,21.6
74621,,Tanjay City,27.1,22.7,31.4
74622,,Tayasan,48.5,41.2,52.8
74623,,Valencia,27.3,20.5,25.2
74624,,Vallehermoso,47.2,38.0,51.4
74625,,Zamboanguita,39.1,32.2,39.9
76101,Siquijor,Enrique Villanueva,28.2,19.8,23.0
76102,,Larena,21.0,7.8,17.1
76103,,Lazi,39.5,28.6,35.8
76104,,Maria,39.1,25.4,37.7
76105,,San Juan,42.9,31.4,28.3
76106,,Siquijor,27.0,18.6,25.2
,Region VIII (Eastern Visayas),,,,
82601,Eastern Samar,Arteche,55.8,59.2,48.1
82602,,Balangiga,44.2,40.6,39.7
82603,,Balangkayan,48.6,51.8,40.7
82604,,Borongan City,37.6,26.0,32.3
82605,,Can-avid,50.0,44.7,43.6
82606,,Dolores,50.2,49.3,47.3
82607,,General MacArthur,48.8,53.9,48.4
82608,,Giporlos,44.9,48.1,43.2
82609,,Guiuan,42.0,36.5,34.6
82610,,Hernani,48.7,52.7,43.4
82611,,Jipapad,60.6,60.9,49.9
82612,,Lawaan,45.7,33.1,38.7
82613,,Llorente,47.2,47.4,42.8
82614,,Maslog,60.2,60.5,68.3
82615,,Maydolong,49.1,40.1,39.9
82616,,Mercedes,39.6,44.9,35.7
82617,,Oras,51.1,53.5,45.6
82618,,Quinapondan,51.9,50.9,43.5
82619,,Salcedo,45.8,43.9,40.1
82620,,San Julian,45.2,43.5,41.9
82621,,San Policarpo,46.4,52.4,48.6
82622,,Sulat,42.0,36.5,38.9
82623,,Taft,42.2,39.4,41.9
83701,Leyte,Abuyog,35.4,35.9,36.1
83702,,Alangalang,34.9,41.5,33.9
83703,,Albuera,33.6,38.9,33.9
83705,,Babatngon,38.6,44.1,37.3
83706,,Barugo,36.6,37.4,39.3
83707,,Bato,36.4,40.0,38.6
83708,,Baybay City,31.0,27.7,30.8
83710,,Burauen,33.3,36.7,35.9
83713,,Calubian,36.2,46.2,40.5
83714,,Capoocan,39.8,44.4,42.5
83715,,Carigara,32.1,34.7,31.2
83717,,Dagami,35.0,46.2,39.0
83718,,Dulag,33.6,33.6,31.5
83719,,Hilongos,30.6,37.4,33.9
83720,,Hindang,32.1,32.5,28.1
83721,,Inopacan,30.7,32.8,35.4
83722,,Isabel,23.7,23.9,23.4
83723,,Jaro,37.4,45.0,41.5
83724,,Javier (Bugho),36.7,41.3,36.9
83725,,Julita,33.3,36.8,33.2
83726,,Kananga,40.6,40.2,34.6
83728,,La Paz,35.8,45.4,39.3
83729,,Leyte,46.7,53.6,47.1
83730,,MacArthur,36.6,42.5,36.3
83731,,Mahaplag,41.2,39.7,37.9
83733,,Matag-ob,35.7,49.6,35.5
83734,,Matalom,34.7,41.3,35.6
83735,,Mayorga,36.4,31.5,33.6
83736,,Merida,32.0,38.7,31.5
83738,,Ormoc City,28.3,25.7,29.4
83739,,Palo,24.6,17.9,22.4
83740,,Palompon,30.3,27.7,28.8
83741,,Pastrana,35.9,49.5,40.7
83742,,San Isidro,41.2,47.1,41.9
83743,,San Miguel,35.9,46.4,41.1
83744,,Santa Fe,31.4,43.9,33.6
83745,,Tabango,40.8,46.3,42.6
83746,,Tabontabon,36.8,45.4,37.4
83747,,Tacloban City,20.5,9.8,21.5
83748,,Tanauan,27.0,28.9,28.5
83749,,Tolosa,24.4,20.7,28.2
83750,,Tunga,23.1,22.8,28.0
83751,,Villaba,35.4,44.8,33.9
84801,Northern Samar,Allen,31.5,35.1,33.4
84802,,Biri,50.7,55.4,49.0
84803,,Bobon,45.9,40.1,41.7
84804,,Capul,41.6,45.2,51.2
84805,,Catarman,43.4,34.8,36.0
84806,,Catubig,52.8,54.2,49.3
84807,,Gamay,48.7,51.4,44.3
84808,,Laoang,47.6,51.7,46.0
84809,,Lapinig,51.9,55.4,48.5
84810,,Las Navas,57.1,57.5,62.3
