ID,Region/Province,Municipality/City,2009,2012,2015
84811,,Lavezares,45.6,48.6,44.3
84812,,Mapanas,58.4,53.3,52.8
84813,,Mondragon,52.2,53.6,51.8
84814,,Palapag,52.1,51.7,48.2
84815,,Pambujan,51.6,55.5,54.1
84816,,Rosario,41.6,43.5,45.2
84817,,San Antonio,32.5,36.6,43.2
84818,,San Isidro,43.6,40.9,38.0
84819,,San Jose,46.1,48.1,40.0
84820,,San Roque,52.7,51.0,53.4
84821,,San Vicente,43.5,45.7,53.2
84822,,Silvino Lobos,64.8,71.6,78.5
84823,,Victoria,37.7,40.9,42.3
84824,,Lope De Vega,58.2,63.3,56.9
86001,Samar (Western),Almagro,39.5,48.1,39.8
86002,,Basey,39.1,34.8,36.6
86003,,Calbayog City,38.7,24.9,35.8
86004,,Calbiga,39.0,37.4,37.4
86005,,Catbalogan City,33.6,17.9,27.0
86006,,Daram,51.2,52.7,50.6
86007,,Gandara,43.8,46.4,45.9
86008,,Hinabangan,43.8,34.0,39.4
86009,,Jiabong,41.7,37.1,44.0
86010,,Marabut,44.4,37.2,37.4
86011,,Matuguinao,57.5,51.8,60.3
86012,,Motiong,45.9,42.0,48.5
86013,,Pinabacdao,45.0,47.0,45.5
86014,,San Jose de Buan,57.8,43.2,55.7
86015,,San Sebastian,43.0,40.8,41.0
86016,,Santa Margarita,40.7,33.1,36.4
86017,,Santa Rita,41.3,48.2,45.0
86018,,Santo Niño,45.3,40.0,46.0
86019,,Talalora,47.0,45.4,47.1
86020,,Tarangnan,46.3,47.5,43.4
86021,,Villareal,42.1,42.8,44.7
86022,,Paranas (Wright),42.5,31.8,39.2
86023,,Zumarraga,49.9,49.5,49.9
86024,,Tagapul-an,42.5,49.5,50.9
86025,,San Jorge,42.3,41.1,45.5
86026,,Pagsanghan,40.6,38.0,37.3
86401,Southern Leyte,Anahawan,29.7,39.1,36.6
86402,,Bontoc,43.2,39.8,41.6
86403,,Hinunangan,37.6,33.8,40.2
86404,,Hinundayan,31.7,36.3,37.1
86405,,Libagon,42.1,40.9,42.2
86406,,Liloan,39.3,42.5,44.4
86407,,Maasin City,31.4,29.4,33.0
86408,,Macrohon,33.6,35.6,37.3
86409,,Malitbog,40.6,45.0,46.2
86410,,Padre Burgos,33.9,30.9,34.6
86411,,Pintuyan,43.2,44.4,41.3
86412,,Saint Bernard,42.7,39.5,40.2
86413,,San Francisco,36.7,40.0,41.4
86414,,San Juan (Cabalian),33.6,35.9,35.2
86415,,San Ricardo,42.5,46.0,43.8
86416,,Silago,38.1,31.1,41.7
86417,,Sogod,36.8,39.1,35.6
86418,,Tomas Oppus,39.7,42.2,39.7
86419,,Limasawa,37.3,48.5,38.3
87801,Biliran,Almeria,26.8,25.1,22.2
87802,,Biliran,33.2,32.7,27.7
87803,,Cabucgayan,35.2,38.5,35.3
87804,,Caibiran,38.3,36.3,38.1
87805,,Culaba,35.5,31.7,39.4
87806,,Kawayan,33.5,32.0,35.5
87807,,Maripipi,28.0,41.8,31.4
87808,,Naval,27.8,21.7,27.7
,Region IX (Zamboanga Peninsula),,,,
97201,Zamboanga del Norte,Dapitan City,40.0,29.0,36.1
97202,,Dipolog City,26.8,11.0,14.5
97203,,Katipunan,57.1,49.9,53.0
97204,,La Libertad,45.0,47.9,49.0
97205,,Labason,48.9,46.7,43.7
97206,,Liloy,51.4,39.1,38.2
97207,,Manukan,68.2,51.7,53.4
97208,,Mutia,57.8,43.8,50.0
97209,,Piñan,55.5,40.2,46.1
97210,,Polanco,47.3,36.8,40.5
97211,,Pres. Manuel A. Roxas,66.3,51.3,57.9
97212,,Rizal,37.3,33.4,36.5
97213,,Salug,60.2,49.5,49.7
97214,,Sergio Osmeña Sr.,65.8,59.9,67.9
97215,,Siayan,79.9,70.5,68.4
97216,,Sibuco,68.2,67.2,67.1
97217,,Sibutad,54.1,40.0,40.8
97218,,Sindangan,56.8,46.9,48.4
97219,,Siocon,63.6,49.2,48.2
97220,,Sirawai,61.7,41.5,54.4
97221,,Tampilisan,45.0,44.2,50.2
97222,,Jose Dalman (Ponot),68.0,62.8,58.7
97223,,Gutalac,70.4,67.4,61.4
97224,,Baliguian,75.3,62.9,55.3
97225,,Godod,71.1,60.8,68.2
97226,,Bacungan (Leon T. Postigo),66.0,54.2,57.8
97227,,Kalawit,65.8,52.9,61.9
97302,Zamboanga del Sur,Aurora,31.5,24.9,34.6
97303,,Bayog,43.6,44.5,47.8
97305,,Dimataling,46.8,49.9,48.9
97306,,Dinas,43.1,48.2,46.9
97307,,Dumalinao,38.8,34.4,43.1
97308,,Dumingag,42.8,48.6,48.3
97311,,Kumalarang,45.9,47.6,46.0
97312,,Labangan,33.9,35.3,33.6
97313,,Lapuyan,53.0,58.7,53.1
97315,,Mahayag,35.9,34.0,40.6
97317,,Margosatubig,39.0,30.2,31.1
97318,,Midsalip,52.7,54.9,55.1
97319,,Molave,26.5,22.3,29.3
97322,,Pagadian City,21.0,12.0,20.5
97323,,Ramon Magsaysay,36.6,32.8,37.4
97324,,San Miguel,41.6,46.5,43.0
97325,,San Pablo,47.0,46.9,52.9
97327,,Tabina,47.6,32.3,42.7
97328,,Tambulig,38.0,34.3,39.0
97330,,Tukuran,36.5,31.9,38.8
97332,,Zamboanga City,19.9,12.6,17.3
97333,,Lakewood,48.4,47.9,51.0
97337,,Josefina,40.9,49.5,41.2
97338,,Pitogo,49.8,34.1,43.6
97340,,Sominot,54.5,50.4,49.4
97341,,Vincenzo A. Sagun,46.5,46.2,45.5
97343,,Guipos,36.0,38.8,42.5
97344,,Tigbao,44.5,46.1,44.5
98301,Zamboanga Sibugay,Alicia,54.0,60.6,51.3
98302,,Buug,40.2,30.5,38.9
98303,,Diplahan,43.9,35.1,36.5
98304,,Imelda,42.4,28.9,37.8
98305,,Ipil,32.2,19.7,23.2
98306,,Kabasalan,36.7,36.9,41.5
98307,,Mabuhay,68.9,67.3,59.1
98308,,Malangas,40.5,31.5,36.4
98309,,Naga,36.4,27.8,41.6
98310,,Olutanga,61.7,50.2,49.4
98311,,Payao,63.3,50.4,57.3
98312,,Roseller Lim,51.2,50.0,45.5
98313,,Siay,48.3,37.8,46.2
98314,,Talusan,66.5,59.6,56.0
98315,,Titay,45.1,33.2,45.9
98316,,Tungawan,59.5,56.1,52.2
,Region X (Northern Mindanao),,,,
101301,Bukidnon,Baungon,49.1,46.2,49.7
101302,,Damulog,52.2,64.0,61.5
101303,,Dangcagan,39.9,39.7,43.1
101304,,Don Carlos,42.0,37.6,39.0
101305,,Impasug-ong,46.1,58.5,58.0
101306,,Kadingilan,50.7,56.0,57.5
101307,,Kalilangan,51.3,53.0,52.1
101308,,Kibawe,46.8,49.0,45.3
101309,,Kitaotao,54.8,64.1,65.5
101310,,Lantapan,40.8,49.0,48.3
101311,,Libona,35.5,37.2,37.4
101312,,Malaybalay City,34.6,31.6,36.5
101313,,Malitbog,61.4,65.3,65.7
101314,,Manolo Fortich,33.5,34.0,35.7
101315,,Maramag,33.5,37.3,36.5
101316,,Pangantucan,53.2,51.7,49.1
101317,,Quezon,52.0,49.2,55.3
101318,,San Fernando,52.1,63.2,59.0
101319,,Sumilao,40.2,45.1,43.0
101320,,Talakag,50.3,62.4,64.6
101321,,Valencia City,35.8,34.8,31.4
101322,,Cabanglasan,45.2,59.3,60.8
101801,Camiguin,Catarman,58.4,43.9,42.5
101802,,Guinsiliban,45.7,68.8,61.0
101803,,Mahinog,45.9,43.5,37.0
101804,,Mambajao,36.2,30.9,30.3
101805,,Sagay,42.1,49.9,44.9
103501,Lanao del Norte,Bacolod,40.2,37.8,34.2
103502,,Baloi,48.3,52.8,40.1
103503,,Baroy,47.0,44.6,40.4
103504,,Iligan City,24.4,17.5,17.3
103505,,Kapatagan,47.6,43.5,47.1
103506,,Sultan Naga Dimaporo,59.9,64.0,54.1
103507,,Kauswagan,49.5,41.1,37.5
103508,,Kolambugan,41.7,36.2,28.7
103509,,Lala,37.0,43.3,42.0
103510,,Linamon,31.0,30.4,30.0
103511,,Magsaysay,59.2,55.4,57.1
103512,,Maigo,43.7,36.8,33.4
103513,,Matungao,59.3,64.5,55.3
103514,,Munai,67.5,65.2,56.3
103515,,Nunungan,67.9,79.7,69.1
103516,,Pantao Ragat,59.7,67.3,58.8
103517,,Poona Piagapo,66.8,73.8,62.8
103518,,Salvador,56.3,68.7,62.8
103519,,Sapad,62.0,58.4,64.7
103520,,Tagoloan,69.4,69.9,60.0
103521,,Tangcal,67.4,79.3,65.9
103522,,Tubod,48.3,38.0,36.8
103523,,Pantar,57.5,67.2,53.2
104201,Misamis Occidental,Aloran,42.7,39.6,34.4
104202,,Baliangao,37.7,49.6,42.4
104203,,Bonifacio,44.9,51.8,46.3
104204,,Calamba,41.4,27.1,26.2
104205,,Clarin,38.8,33.5,30.0
104206,,Concepcion,62.3,78.0,70.2
104207,,Jimenez,40.9,28.0,23.6
104208,,Lopez Jaena,49.3,44.2,39.6
104209,,Oroquieta City,30.7,22.2,20.9
104210,,Ozamis City,29.8,20.9,17.8
104211,,Panaon,40.2,31.8,27.8
104212,,Plaridel,35.2,37.4,34.5
104213,,Sapang Dalaga,43.9,46.6,41.4
104214,,Sinacaban,38.9,38.3,29.5
104215,,Tangub City,43.1,39.3,35.5
104216,,Tudela,38.0,38.1,34.5
104217,,Don Victoriano Chiongbian,65.7,67.3,59.1
104301,Misamis Oriental,Alubijid,53.7,35.4,36.5
104302,,Balingasag,51.2,37.7,35.8
104303,,Balingoan,46.4,33.3,32.6
104304,,Binuangan,52.7,28.7,26.5
104305,,Cagayan De Oro City,22.8,7.7,8.9
104306,,Claveria,57.1,39.1,44.0
104307,,El Salvador City,38.8,23.7,27.1
104308,,Gingoog City,48.7,27.7,29.6
104309,,Gitagum,50.3,35.0,41.6
104310,,Initao,48.9,30.5,31.9
104311,,Jasaan,42.1,26.1,30.0
104312,,Kinoguitan,55.7,27.6,26.4
104313,,Lagonglong,49.9,32.3,32.5
104314,,Laguindingan,52.2,35.4,36.4
104315,,Libertad,55.5,47.1,46.5
104316,,Lugait,40.6,21.3,19.3
104317,,Magsaysay,60.3,48.2,50.9
104318,,Manticao,48.4,28.2,30.1
104319,,Medina,41.0,19.3,18.6
104320,,Naawan,45.7,25.9,25.0
104321,,Opol,31.1,14.3,20.7
104322,,Salay,47.1,27.9,25.9
104323,,Sugbongcogon,45.4,40.6,36.6
104324,,Tagoloan,35.9,14.0,19.4
104325,,Talisayan,48.2,29.0,34.3
104326,,Villanueva,40.5,20.2,22.1
,Region XI (Davao Region),,,,
112301,Davao del Norte,Asuncion (Saug),41.0,39.2,33.1
112303,,Carmen,28.0,26.7,30.6
112305,,Kapalong,21.5,33.4,31.2
112314,,New Corella,38.2,41.6,40.1
112315,,Panabo City,14.8,16.6,19.1
112317,,Island Garden City of Samal,32.8,28.5,28.5
112318,,Santo Tomas,23.5,21.7,23.3
112319,,Tagum City,15.0,13.8,13.6
112322,,Talaingod,62.6,68.8,56.4
112323,,Braulio E. Dujali,40.8,29.4,29.6
112324,,San Isidro,53.6,43.2,42.2
112401,Davao del Sur,Bansalan,21.3,23.7,19.8
112402,,Davao City,13.2,10.6,9.2
112403,,Digos City,18.8,14.7,14.2
112404,,Hagonoy,22.9,23.9,20.4
112406,,Kiblawan,57.4,52.9,29.2
112407,,Magsaysay,40.0,29.7,27.6
112408,,Malalag,41.2,35.6,17.3
112410,,Matanao,40.7,25.7,25.1
112411,,Padada,14.6,14.1,14.3
112412,,Santa Cruz,27.3,28.6,22.8
112414,,Sulop,36.9,37.1,21.4
112501,Davao Oriental,Baganga,44.0,26.2,33.7
112502,,Banaybanay,32.5,34.2,28.7
112503,,Boston,36.6,27.6,29.3
112504,,Caraga,58.0,51.6,36.0
112505,,Cateel,53.5,28.8,30.6
112506,,Governor Generoso,55.7,38.7,34.4
112507,,Lupon,42.9,32.8,24.7
112508,,Manay,58.7,58.1,35.2
112509,,Mati City (Capital),33.9,27.0,18.7
112510,,San Isidro,47.4,35.2,34.3
112511,,Tarragona,62.3,56.9,34.9
118201,Compostela Valley,Compostela,26.5,27.0,27.6
118202,,Laak (San Vicente),54.7,53.8,41.1
118203,,Mabini (Doña Alicia),29.8,32.1,29.5
118204,,Maco,30.6,29.6,23.3
118205,,Maragusan (San Mariano),35.6,31.2,27.6
118206,,Mawab,32.7,32.2,24.9
118207,,Monkayo,32.9,25.9,30.8
118208,,Montevista,41.3,40.2,33.4
118209,,Nabunturan,28.3,24.4,22.7
118210,,New Bataan,42.0,32.9,31.3
118211,,Pantukan,28.3,36.5,26.2
,Davao Occidental,,,,
118601,,Don Marcelino,66.5,73.8,59.6
118602,,Jose Abad Santos (Trinidad),72.3,75.5,65.4
118603,,Malita,63.8,60.8,57.3
118604,,Santa Maria,48.5,50.7,55.0
118605,,Sarangani,72.1,65.9,59.5
,Region XII (SOCCSKSARGEN),,,,
124701,North Cotabato,Alamada,44.6,54.3,44.1
124702,,Carmen,50.4,56.4,52.3
124703,,Kabacan,35.0,38.0,36.9
124704,,Kidapawan City,19.2,27.7,19.1
124705,,Libungan,32.1,39.6,37.1
124706,,Magpet,36.7,48.9,42.2
124707,,Makilala,23.2,39.4,32.2
124708,,Matalam,34.9,43.0,40.5
124709,,Midsayap,33.0,39.6,39.2
124710,,M'lang,34.5,38.3,31.6
124711,,Pigkawayan,39.0,41.9,38.8
124712,,Pikit,48.5,57.8,58.8
124713,,President Roxas,35.3,47.6,41.6
124714,,Tulunan,38.2,45.4,38.6
124715,,Antipas,30.9,41.1,30.5
124716,,Banisilan,43.8,45.4,47.9
124717,,Aleosan,47.1,58.2,50.9
124718,,Arakan,48.0,53.9,44.3
126302,South Cotabato,Banga,31.3,30.9,34.4
126303,,General Santos City,22.5,19.3,23.5
126306,,Koronodal City,21.7,21.7,22.4
126311,,Norala,33.1,28.5,31.0
126312,,Polomolok,22.8,22.8,24.6
126313,,Surallah,30.5,32.0,33.9
126314,,Tampakan,33.1,37.3,36.6
126315,,Tantangan,38.2,35.4,35.8
126316,,T'boli,52.7,60.2,59.0
126317,,Tupi,34.7,32.9,39.2
126318,,Santo Niño,32.1,28.0,25.3
126319,,Lake Sebu,52.8,63.5,64.0
126501,Sultan Kudarat,Bagumbayan,46.9,47.6,40.2
126502,,Columbio,54.4,54.7,50.3
126503,,Esperanza,33.2,38.6,33.4
126504,,Isulan,26.8,29.9,25.8
126505,,Kalamansig,50.6,51.0,53.8
126506,,Lebak,46.0,50.9,51.7
126507,,Lutayan,51.1,51.3,54.0
126508,,Lambayong,41.4,42.1,43.0
126509,,Palimbang,63.7,57.6,64.3
126510,,President Quirino,31.7,32.7,30.1
126511,,Tacurong City,18.5,22.2,16.4
126512,,Sen. Ninoy Aquino,47.6,54.6,51.0
128001,Sarangani,Alabel,41.0,45.9,44.7
128002,,Glan,47.0,49.0,52.6
128003,,Kiamba,45.0,36.4,48.0
128004,,Maasim,52.2,44.1,48.2
128005,,Maitum,42.8,39.8,47.7
128006,,Malapatan,54.1,53.1,60.9
128007,,Malungon,45.3,47.0,48.3
,Region XIII (Caraga),,,,
160201,Agusan del Norte,Buenavista,38.0,30.8,31.8
160202,,Butuan City,27.6,18.7,26.6
160203,,Cabadbaran City,28.4,24.9,26.8
160204,,Carmen,40.6,37.7,36.4
160205,,Jabonga,45.7,48.1,42.3
160206,,Kitcharao,39.9,40.0,30.7
160207,,Las Nieves,53.0,59.4,46.2
160208,,Magallanes,28.6,25.9,30.8
160209,,Nasipit,28.3,20.7,26.7
160210,,Santiago,47.7,40.5,39.5
160211,,Tubay,39.2,42.7,38.3
160212,,Remedios T. Romualdez,41.0,36.1,34.0
160301,Agusan del Sur,Bayugan City,48.4,35.9,38.1
160302,,Bunawan,54.2,39.1,38.1
160303,,Esperanza,61.9,52.9,50.5
160304,,La Paz,66.7,52.8,58.4
160305,,Loreto,56.9,48.6,49.0
160306,,Prosperidad,52.8,39.3,40.3
160307,,Rosario,48.2,40.0,43.0
160308,,San Francisco,39.7,30.8,32.2
160309,,San Luis,62.0,55.7,49.6
160310,,Santa Josefa,53.3,36.0,40.5
160311,,Talacogon,58.0,46.0,42.6
160312,,Trento,49.1,34.0,36.1
160313,,Veruela,58.5,48.7,47.2
160314,,Sibagat,59.4,47.8,46.2
166701,Surigao del Norte,Alegria,57.2,38.3,36.2
166702,,Bacuag,50.6,37.1,35.8
166704,,Burgos,53.2,40.4,34.1
166706,,Claver,49.8,41.4,34.3
166707,,Dapa,52.2,43.5,39.9
166708,,Del Carmen,58.9,41.2,37.2
166710,,General Luna,55.4,44.5,41.1
166711,,Gigaquit,59.6,41.5,40.5
166714,,Mainit,57.0,41.7,39.1
166715,,Malimono,50.3,51.8,42.9
166716,,Pilar,62.8,46.4,36.8
166717,,Placer,47.7,29.5,34.4
166718,,San Benito,62.6,42.4,39.9
166719,,San Francisco (Anao-Aon),48.8,31.6,35.7
166720,,San Isidro,51.7,46.2,36.6
166721,,Santa Monica (Sapao),52.4,36.1,33.1
166722,,Sison,52.1,45.0,36.8
166723,,Socorro,52.1,58.7,38.5
166724,,Surigao City,40.1,21.5,29.4
166725,,Tagana-an,50.4,43.7,45.3
166727,,Tubod,47.8,31.0,30.6
166801,Surigao del Sur,Barobo,45.7,30.5,43.8
166802,,Bayabas,39.4,28.7,41.1
166803,,Bislig City,34.2,20.6,32.4
166804,,Cagwait,39.4,23.8,37.0
166805,,Cantilan,25.7,17.6,28.6
166806,,Carmen,34.6,24.6,34.2
166807,,Carrascal,32.7,26.4,35.6
166808,,Cortes,36.4,23.3,37.2
166809,,Hinatuan,43.6,29.4,40.3
166810,,Lanuza,35.1,33.1,37.3
166811,,Lianga,37.0,29.2,38.7
166812,,Lingig,48.9,34.0,45.3
166813,,Madrid,33.0,20.8,30.5
166814,,Marihatag,50.3,38.0,45.6
166815,,San Agustin,49.9,37.4,41.5
166816,,San Miguel,50.5,37.5,45.5
166817,,Tagbina,48.0,31.7,41.7
166818,,Tago,37.5,26.9,39.0
166819,,Tandag City,26.3,16.0,29.6
168501,Dinagat Islands,Basilisa (Rizal),55.7,54.7,42.0
168502,,Cagdianao,55.6,54.2,45.0
168503,,Dinagat,57.6,49.4,43.9
168504,,Libjo (Albor),54.1,47.1,43.6
168505,,Loreto,54.2,31.4,36.6
168506,,San Jose,46.7,35.3,36.2
168507,,Tubajon,56.3,41.6,42.0
,Autonomous Region in Muslim Mindanao (ARMM),,,,
150702,Basilan,Lamitan City,17.5,31.9,37.6
150703,,Lantawan,25.2,34.8,45.8
150704,,Maluso,39.2,37.5,48.7
150705,,Sumisip,29.4,52.8,51.2
150706,,Tipo-Tipo,28.0,35.1,54.6
150707,,Tuburan,37.6,43.5,56.0
150708,,Akbar,32.7,53.9,52.1
150709,,Al-barka,27.0,57.0,52.5
150710,,Hadji Mohammad Ajul,30.5,45.5,56.1
150711,,Ungkaya Pukan,26.5,48.7,53.5
150712,,Hadji Muhtamad,35.5,45.7,57.2
150713,,Tabuan-Lasa,40.3,51.6,62.2
153601,Lanao del Sur,Bacolod-Kalawi,29.4,84.8,61.4
153602,,Balabagan,34.4,53.9,59.7
153603,,Balindong (Watu),42.9,63.6,61.4
153604,,Bayang,33.9,69.8,66.5
153605,,Binidayan,36.8,63.9,65.3
153606,,Bubong,42.6,52.9,65.6
153607,,Butig,37.1,58.9,65.1
153609,,Ganassi,34.8,68.8,63.2
153610,,Kapai,43.0,74.8,73.6
153611,,Lumba-Bayabao (Maguing),38.8,74.0,65.1
153612,,Lumbatan,36.8,59.4,65.8
153613,,Madalum,32.6,60.9,64.5
153614,,Madamba,46.7,66.9,70.0
153615,,Malabang,37.7,68.1,61.6
153616,,Marantao,29.2,60.2,61.1
153617,,Marawi City,34.5,60.0,54.6
153618,,Masiu,39.4,59.5,63.4
153619,,Mulondo,54.2,65.4,65.9
153620,,Pagayawan (Tatarikan),43.5,71.6,73.2
153621,,Piagapo,37.0,81.4,68.1
153622,,Poona Bayabao (Gata),28.3,64.3,60.9
153623,,Pualas,27.5,72.5,64.5
153624,,Ditsaan-Ramain,41.9,67.0,64.2
153625,,Saguiaran,33.2,72.0,62.0
153626,,Tamparan,39.9,68.3,68.5
153627,,Taraka,38.0,67.8,66.9
153628,,Tubaran,44.4,51.7,66.4
153629,,Tugaya,45.3,68.4,68.6
153630,,Wao,25.5,73.8,45.4
153631,,Marogong,46.2,76.2,72.5
153632,,Calanogas,53.9,72.5,68.5
153633,,Buadiposo-Buntong,38.6,52.8,61.4
153634,,Maguing,29.9,58.8,64.5
153635,,Picong (Sultan Gumander),47.3,72.7,71.4
153636,,Lumbayanague,55.7,81.9,65.4
153637,,Bumbaran,37.8,62.7,53.7
153638,,Tagoloan II,59.3,60.8,78.2
153639,,Kapatagan,32.3,60.4,62.6
153640,,Sultan Dumalondong,51.4,73.0,70.9
153641,,Lumbaca-Unayan,36.0,76.5,68.7
153801,Maguindanao,Ampatuan,51.9,63.3,51.2
153802,,Buldon,53.4,65.1,60.8
153803,,Buluan,50.7,71.7,63.1
153805,,Datu Paglas,48.4,76.4,52.7
153806,,Datu Piang,52.5,68.4,57.5
153807,,Datu Odin Sinsuat (Dinaig),45.0,62.0,44.6
153808,,Shariff Aguak (Maganoy),56.9,74.5,60.2
153809,,Matanog,43.7,59.3,55.9
153810,,Pagalungan,46.7,37.5,53.0
153811,,Parang,42.0,74.0,44.9
153812,,Sultan Kudarat (Nuling),50.0,54.7,52.3
153813,,Sultan Sa Barongis (Lambayong),61.1,66.5,56.4
153814,,Kabuntalan (Tumbao),62.8,57.6,62.5
153815,,Upi,34.8,66.4,43.7
153816,,Talayan,50.9,80.3,60.0
153817,,South Upi,42.9,68.7,48.5
153818,,Barira,39.9,43.7,60.1
153819,,Gen. S. K. Pendatun,61.0,52.3,58.6
153820,,Mamasapano,55.8,73.7,59.8
153821,,Talitay,51.9,77.1,58.2
153822,,Pagagawan,53.0,76.2,59.4
153823,,Paglat,61.1,69.6,58.6
153824,,Sultan Mastura,44.4,62.8,52.0
153825,,Guindulungan,64.5,75.8,62.7
153826,,Datu Saudi-Ampatuan,43.4,83.0,59.8
153827,,Datu Unsay,47.1,70.9,57.6
153828,,Datu Abdullah Sangki,51.0,68.6,53.6
153829,,Rajah Buayan,53.9,70.5,55.4
153830,,Datu Blah T. Sinsuat,48.7,66.8,61.0
153831,,Datu Anggal Midtimbang,57.0,74.8,58.8
153832,,Mangudadatu,56.9,64.7,63.7
153833,,Pandag,66.8,70.2,61.1
153834,,Northern Kabuntalan,41.2,64.0,56.4
153835,,Datu Hoffer Ampatuan,49.1,69.0,61.7
153836,,Datu Salibo,52.5,74.2,55.2
153837,,Shariff Saydona Mustapha,51.2,66.0,52.0
156601,Sulu,Indanan,42.7,64.7,50.2
156602,,Jolo,46.1,48.4,40.7
156603,,Kalingalan Caluang,48.3,42.6,49.2
156604,,Luuk,47.9,46.3,51.9
156605,,Maimbung,51.9,56.0,51.2
156606,,Hadji Panglima Tahil (Marunggas),53.2,49.6,50.1
156607,,Old Panamao,55.9,48.3,59.7
156608,,Pangutaran,49.3,51.9,48.3
156609,,Parang,53.2,48.4,55.0
156610,,Pata,52.6,52.1,59.4
156611,,Patikul,37.0,48.0,40.2
156612,,Siasi,46.1,55.8,46.1
156613,,Talipao,59.8,42.9,58.1
156614,,Tapul,52.4,43.6,48.6
156615,,Tongkil,51.2,44.0,51.3
156616,,Panglima Estino (New Panamao),68.7,44.3,62.8
156617,,Lugus,50.1,67.2,52.9
156618,,Pandami,49.2,42.0,49.2
156619,,Omar,50.8,48.8,53.6
157001,Tawi-tawi,Panglima Sugala (Balimbing),44.9,54.0,29.4
157002,,Bongao,27.7,41.7,22.0
157003,,Mapun (Cagayan De Tawi-Tawi),35.2,30.6,27.6
157004,,Simunul,30.4,42.5,21.8
157005,,Sitangkai,31.7,23.8,28.9
157006,,South Ubian,36.4,27.9,25.3
157007,,Tandubas,35.3,27.6,26.0
157008,,Turtle Islands,28.6,30.4,35.1
157009,,Languyan,38.0,32.1,22.1
157010,,Sapa-Sapa,37.2,33.3,28.7
157011,,Sibutu,38.9,31.5,26.3